,val_loss,val_rpn_class_loss,val_rpn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_bbox_loss,val_mrcnn_mask_loss,loss,rpn_class_loss,rpn_bbox_loss,mrcnn_class_loss,mrcnn_bbox_loss,mrcnn_mask_loss
0,2.0147438430786133,0.05449848167598247,0.42115486681461334,0.6027665650844574,0.5338800901174545,0.40244232475757596,2.6593119197219384,0.14050066262085475,0.7565034465821645,0.6094651516697561,0.6635813319501076,0.48925983018547525
1,1.8828061628341675,0.049414883144199846,0.5639577093720436,0.45281929165124896,0.4192502951622009,0.3973624384403229,1.8480943295791858,0.0693124398048825,0.49046153728743547,0.44126684190207766,0.44620341381043876,0.4008485795432375
2,1.9335394287109375,0.048580417297780516,0.5468059587478638,0.45394598573446276,0.5034167337417602,0.38078879356384276,1.7877713378149134,0.07168627014909765,0.5120400858061914,0.4141876478572838,0.40806450347863993,0.38179130613348866
3,1.4141765427589417,0.037867289325222375,0.3874577358365059,0.3131104639172554,0.32943509936332704,0.3463044011592865,1.5958057196085689,0.03820081056230737,0.3913162474641363,0.41663946689085196,0.36982456759642096,0.3798230913759188
4,1.4060496914386749,0.030407329145818947,0.35830196246504786,0.3662296941876411,0.3097637477517128,0.3413454020023346,1.4618889311797747,0.04552016249068707,0.40200964270429757,0.3432637735746289,0.31411835858385073,0.3569754393956133
5,1.3697853076457978,0.043047868572175504,0.3489893336594105,0.3158155670762062,0.31090786010026933,0.35102313220500947,1.478899601306624,0.05736926318508864,0.49619811710738043,0.2811402745601785,0.3047744809216215,0.33941592651469105
6,1.3427010202407836,0.023282497227191924,0.36638008028268815,0.373824807703495,0.26606351882219315,0.3131485426425934,1.327509006016127,0.03152950573001654,0.3665177993305767,0.30758762379525273,0.2853531799926103,0.3365193481436213
7,1.1747473669052124,0.031135145723819733,0.2875305616855621,0.3119089877605438,0.2273681290447712,0.31680295944213865,1.17559401679585,0.031228029211798243,0.30959731090159814,0.2521235761979154,0.2515345145272845,0.3311090286223943
8,1.2093244481086731,0.025514630936086177,0.3504710593819618,0.2531142130494118,0.25788880199193953,0.3223341703414917,1.266556258874995,0.03339181518722468,0.38745090436503177,0.2771307257295565,0.24822797654694273,0.32035326764328786
9,1.2321070408821106,0.043533683270215985,0.4059873786568642,0.2319961741566658,0.241990534812212,0.30859768837690355,1.1436915966390653,0.03462095288933034,0.39442528755837725,0.19388778098211942,0.20758846680854112,0.313167542219162
10,1.1831545531749725,0.030988391628488897,0.35989940822124483,0.2627594446018338,0.2366826516389847,0.2928230619430542,1.0693691568520234,0.026917206436281895,0.2784536620246545,0.24533938657748336,0.2154385055066975,0.30321881664163286
11,1.0254555821418763,0.02161236746236682,0.3122179844975472,0.20742735788226127,0.19944465905427933,0.2847516220808029,0.9867269078283819,0.024444182332292314,0.2842010422858573,0.19829963963791614,0.1860437708274099,0.2937366821383702
12,1.0155065596103667,0.03238363021053374,0.30428507581353187,0.2095981441438198,0.1786281234025955,0.2906099909543991,0.982007460967275,0.024204755849773704,0.2940351456289983,0.20006309752530269,0.18211113217905278,0.28159172821590917
13,0.8844806867837905,0.023106245808303356,0.24128992944955827,0.17790313959121704,0.16233047872781753,0.27984928607940673,0.9799279852677848,0.0323209370031441,0.30716505919704,0.19219544339384742,0.16737269246168718,0.28087224623629153
14,1.0132921934127808,0.027830999521538616,0.3144586759805679,0.19360194742679596,0.1840740180015564,0.29332493513822555,1.0269358192236369,0.03254905451917381,0.35851093557954744,0.18526635899116065,0.1732678067593174,0.27734004131710255
15,0.8568090951442718,0.018626273917034267,0.2656239232420921,0.1526212537288666,0.15689814269542693,0.26303787469863893,0.855817349584958,0.014846854418416629,0.2702390253828227,0.15954888526719946,0.14636800372759803,0.26481295394078463
16,0.9434314560890198,0.019700649343430996,0.2930185016989708,0.20247289150953293,0.1559923730790615,0.27224539875984194,0.8522471366947844,0.021930000314645412,0.26727300125906484,0.1482834869156812,0.14845240750271854,0.26630661357905117
17,0.8844672417640687,0.017839876422658562,0.27651035934686663,0.19353297278285025,0.1443684521317482,0.25221394836902616,0.9076579210867408,0.02870661446127955,0.3104001064962558,0.16512476482236657,0.14403525074474685,0.25938955358876525
18,0.8743642514944077,0.02439586887601763,0.28715206280350686,0.15957013964653016,0.15202102601528167,0.2512235030531883,0.8208590682226283,0.01957804638757335,0.25212321174508745,0.14568821363549195,0.14253890716278825,0.26092904749262424
